Accession	Name	Description	ID	CARD Short Name
ARO:3001606	OXA-415	OXA-415 is a beta-lactamase. From the Lahey list of OXA beta-lactamases.	38006	OXA-415
ARO:3001607	OXA-416	OXA-416 is a beta-lactamase. From the Lahey list of OXA beta-lactamases.	38007	OXA-416
ARO:3001608	OXA-417	OXA-417 is a beta-lactamase. From the Lahey list of OXA beta-lactamases.	38008	OXA-417
ARO:3001609	OXA-114a	OXA-114a is a beta-lactamase found in Achromobacter xylosoxidans.	38009	OXA-114a
ARO:3001610	OXA-243	OXA-243 is a beta-lactamase found in Achromobacter xylosoxidans.	38010	OXA-243
ARO:3001611	OXA-58	OXA-58 is a beta-lactamase found in A. baumannii.	38011	OXA-58
ARO:3001612	OXA-51	OXA-51 is a beta-lactamase found in A. baumannii.	38012	OXA-51
ARO:3001613	OXA-64	OXA-64 is a beta-lactamase found in A. baumannii.	38013	OXA-64
ARO:3001614	OXA-65	OXA-65 is a beta-lactamase found in A. baumannii.	38014	OXA-65
ARO:3001615	OXA-66	OXA-66 is a beta-lactamase found in A. baumannii.	38015	OXA-66
ARO:3001616	OXA-68	OXA-68 is a beta-lactamase found in A. baumannii.	38016	OXA-68
ARO:3001617	OXA-69	OXA-69 is a beta-lactamase found in A. baumannii.	38017	OXA-69
ARO:3001618	OXA-70	OXA-70 is a beta-lactamase found in A. baumannii.	38018	OXA-70
ARO:3001619	OXA-71	OXA-71 is a beta-lactamase found in A. baumannii.	38019	OXA-71
ARO:3001620	OXA-75	OXA-75 is a beta-lactamase found in A. baumannii.	38020	OXA-75
ARO:3001621	OXA-76	OXA-76 is a beta-lactamase found in A. baumannii.	38021	OXA-76
ARO:3001622	OXA-77	OXA-77 is a beta-lactamase found in A. baumannii.	38022	OXA-77
ARO:3001623	OXA-83	OXA-83 is a beta-lactamase found in A. baumannii.	38023	OXA-83
ARO:3001624	OXA-84	OXA-84 is a beta-lactamase found in A. baumannii.	38024	OXA-84
ARO:3001625	OXA-89	OXA-89 is a beta-lactamase found in A. baumannii.	38025	OXA-89
ARO:3001626	OXA-88	OXA-88 is a beta-lactamase found in A. baumannii.	38026	OXA-88
ARO:3001627	OXA-91	OXA-91 is a beta-lactamase found in A. baumannii.	38027	OXA-91
ARO:3001628	OXA-93	OXA-93 is a beta-lactamase found in A. baumannii.	38028	OXA-93
ARO:3001629	OXA-94	OXA-94 is a beta-lactamase found in A. baumannii.	38029	OXA-94
ARO:3001630	OXA-95	OXA-95 is a beta-lactamase found in A. baumannii.	38030	OXA-95
ARO:3001631	OXA-96	OXA-96 is a beta-lactamase found in A. baumannii.	38031	OXA-96
ARO:3001632	OXA-92	OXA-92 is a beta-lactamase found in A. baumannii.	38032	OXA-92
ARO:3001633	OXA-79	OXA-79 is a beta-lactamase found in A. baumannii.	38033	OXA-79
ARO:3001634	OXA-80	OXA-80 is a beta-lactamase found in A. baumannii.	38034	OXA-80
ARO:3001635	OXA-82	OXA-82 is a beta-lactamase found in A. baumannii.	38035	OXA-82
ARO:3001636	OXA-104	OXA-104 is a beta-lactamase found in A. baumannii.	38036	OXA-104
ARO:3001637	OXA-106	OXA-106 is a beta-lactamase found in A. baumannii.	38037	OXA-106
ARO:3001638	OXA-107	OXA-107 is a beta-lactamase found in A. baumannii.	38038	OXA-107
ARO:3001639	OXA-108	OXA-108 is a beta-lactamase found in A. baumannii.	38039	OXA-108
ARO:3001640	OXA-109	OXA-109 is a beta-lactamase found in A. baumannii.	38040	OXA-109
ARO:3001641	OXA-110	OXA-110 is a beta-lactamase found in A. baumannii.	38041	OXA-110
ARO:3001642	OXA-111	OXA-111 is a beta-lactamase found in A. baumannii.	38042	OXA-111
ARO:3001643	OXA-112	OXA-112 is a beta-lactamase found in A. baumannii.	38043	OXA-112
ARO:3001644	OXA-113	OXA-113 is a beta-lactamase found in A. baumannii.	38044	OXA-113
ARO:3001645	OXA-78	OXA-78 is a beta-lactamase found in A. baumannii.	38045	OXA-78
ARO:3001646	OXA-98	OXA-98 is a beta-lactamase found in A. baumannii.	38046	OXA-98
ARO:3001647	OXA-97	OXA-97 is a beta-lactamase found in A. baumannii.	38047	OXA-97
ARO:3001648	OXA-128	OXA-128 is a beta-lactamase found in A. baumannii.	38048	OXA-128
ARO:3001649	OXA-99	OXA-99 is a beta-lactamase found in A. baumannii.	38049	OXA-99
ARO:3001650	OXA-90	OXA-90 is a beta-lactamase found in A. baumannii.	38050	OXA-90
ARO:3001651	OXA-130	OXA-130 is a beta-lactamase found in A. baumannii.	38051	OXA-130
ARO:3001652	OXA-131	OXA-131 is a beta-lactamase found in A. baumannii.	38052	OXA-131
ARO:3001653	OXA-132	OXA-132 is a beta-lactamase found in A. baumannii.	38053	OXA-132
ARO:3001654	OXA-143	OXA-143 is a beta-lactamase found in A. baumannii.	38054	OXA-143
ARO:3001655	OXA-138	OXA-138 is a beta-lactamase found in A. baumannii.	38055	OXA-138
ARO:3001656	OXA-172	OXA-172 is a beta-lactamase found in A. baumannii.	38056	OXA-172
ARO:3001657	OXA-173	OXA-173 is a beta-lactamase found in A. baumannii.	38057	OXA-173
ARO:3001658	OXA-174	OXA-174 is a beta-lactamase found in A. baumannii.	38058	OXA-174
ARO:3001659	OXA-175	OXA-175 is a beta-lactamase found in A. baumannii.	38059	OXA-175
ARO:3001660	OXA-176	OXA-176 is a beta-lactamase found in A. baumannii.	38060	OXA-176
ARO:3001661	OXA-177	OXA-177 is a beta-lactamase found in A. baumannii.	38061	OXA-177
ARO:3001662	OXA-164	OXA-164 is a beta-lactamase found in A. baumannii.	38062	OXA-164
ARO:3001663	OXA-160	OXA-160 is a beta-lactamase found in A. baumannii.	38063	OXA-160
ARO:3001664	OXA-203	OXA-203 is a beta-lactamase found in A. baumannii.	38064	OXA-203
ARO:3001665	OXA-200	OXA-200 is a beta-lactamase found in A. baumannii.	38065	OXA-200
ARO:3001666	OXA-201	OXA-201 is a beta-lactamase found in A. baumannii.	38066	OXA-201
ARO:3001667	OXA-202	OXA-202 is a beta-lactamase found in A. baumannii.	38067	OXA-202
ARO:3001668	OXA-219	OXA-219 is a beta-lactamase found in A. baumannii.	38068	OXA-219
ARO:3001669	OXA-223	OXA-223 is a beta-lactamase found in A. baumannii.	38069	OXA-223
ARO:3001670	OXA-231	OXA-231 is a beta-lactamase found in A. baumannii.	38070	OXA-231
ARO:3001671	OXA-49	OXA-49 is a beta-lactamase found in A. baumannii.	38071	OXA-49
ARO:3001672	OXA-120	OXA-120 is a beta-lactamase found in A. baumannii.	38072	OXA-120
ARO:3001673	OXA-248	OXA-248 is a beta-lactamase found in A. baumannii.	38073	OXA-248
ARO:3001674	OXA-249	OXA-249 is a beta-lactamase found in A. baumannii.	38074	OXA-249
ARO:3001675	OXA-250	OXA-250 is a beta-lactamase found in A. baumannii.	38075	OXA-250
ARO:3001676	OXA-235	OXA-235 is a beta-lactamase found in A. baumannii.	38076	OXA-235
ARO:3001677	OXA-236	OXA-236 is a beta-lactamase found in A. baumannii.	38077	OXA-236
ARO:3001678	OXA-237	OXA-237 is a beta-lactamase found in A. baumannii.	38078	OXA-237
ARO:3001679	OXA-241	OXA-241 is a beta-lactamase found in A. baumannii.	38079	OXA-241
ARO:3001680	OXA-242	OXA-242 is a beta-lactamase found in A. baumannii.	38080	OXA-242
ARO:3001681	OXA-278	OXA-278 is a beta-lactamase found in A. baumannii.	38081	OXA-278
ARO:3001682	OXA-254	OXA-254 is a beta-lactamase found in A. baumannii.	38082	OXA-254
ARO:3001683	OXA-312	OXA-312 is a beta-lactamase found in A. baumannii.	38083	OXA-312
ARO:3001684	OXA-313	OXA-313 is a beta-lactamase found in A. baumannii.	38084	OXA-313
ARO:3001685	OXA-314	OXA-314 is a beta-lactamase found in A. baumannii.	38085	OXA-314
ARO:3001686	OXA-315	OXA-315 is a beta-lactamase found in A. baumannii.	38086	OXA-315
ARO:3001687	OXA-316	OXA-316 is a beta-lactamase found in A. baumannii.	38087	OXA-316
ARO:3001688	OXA-317	OXA-317 is a beta-lactamase found in A. baumannii.	38088	OXA-317
ARO:3001689	OXA-253	OXA-253 is a beta-lactamase found in A. baumannii.	38089	OXA-253
ARO:3001690	OXA-255	OXA-255 is a beta-lactamase found in A. baumannii.	38090	OXA-255
ARO:3001691	OXA-228	OXA-228 is a beta-lactamase found in A. bereziniae.	38091	OXA-228
ARO:3001692	OXA-229	OXA-229 is a beta-lactamase found in A. bereziniae.	38092	OXA-229
ARO:3001693	OXA-230	OXA-230 is a beta-lactamase found in A. bereziniae.	38093	OXA-230
ARO:3001694	OXA-257	OXA-257 is a beta-lactamase found in A. bereziniae.	38094	OXA-257
ARO:3001695	OXA-134	OXA-134 is a beta-lactamase found in A. lwoffii.	38095	OXA-134
ARO:3001702	OXA-133	OXA-133 is a beta-lactamase found in A. radioresistens.	38102	OXA-133
ARO:3001703	OXA-86	OXA-86 is a beta-lactamase found in Acinetobacter spp.	38103	OXA-86
ARO:3001704	OXA-87	OXA-87 is a beta-lactamase found in Acinetobacter spp.	38104	OXA-87
ARO:3001705	OXA-72	OXA-72 is a beta-lactamase found in Acinetobacter spp.	38105	OXA-72
ARO:3001707	OXA-103	OXA-103 is a beta-lactamase found in Acinetobacter spp.	38107	OXA-103
ARO:3001709	OXA-182	OXA-182 is a beta-lactamase found in Acinetobacter spp.	38109	OXA-182
ARO:3001710	OXA-211	OXA-211 is a beta-lactamase found in Acinetobacter spp.	38110	OXA-211
ARO:3001711	OXA-212	OXA-212 is a beta-lactamase found in Acinetobacter spp.	38111	OXA-212
ARO:3001712	OXA-213	OXA-213 is a beta-lactamase found in Acinetobacter spp.	38112	OXA-213
ARO:3001713	OXA-214	OXA-214 is a beta-lactamase found in Acinetobacter spp.	38113	OXA-214
ARO:3001714	OXA-215	OXA-215 is a beta-lactamase found in Acinetobacter spp.	38114	OXA-215
ARO:3001715	OXA-259	OXA-259 is a beta-lactamase found in Acinetobacter spp.	38115	OXA-259
ARO:3001716	OXA-260	OXA-260 is a beta-lactamase found in Acinetobacter spp.	38116	OXA-260
ARO:3001717	OXA-261	OXA-261 is a beta-lactamase found in Acinetobacter spp.	38117	OXA-261
ARO:3001718	OXA-262	OXA-262 is a beta-lactamase found in Acinetobacter spp.	38118	OXA-262
ARO:3001719	OXA-263	OXA-263 is a beta-lactamase found in Acinetobacter spp.	38119	OXA-263
ARO:3001720	OXA-264	OXA-264 is a beta-lactamase found in Acinetobacter spp.	38120	OXA-264
ARO:3001721	OXA-265	OXA-265 is a beta-lactamase found in Acinetobacter spp.	38121	OXA-265
ARO:3001722	OXA-266	OXA-266 is a beta-lactamase found in Acinetobacter spp.	38122	OXA-266
ARO:3001723	OXA-267	OXA-267 is a beta-lactamase found in Acinetobacter spp.	38123	OXA-267
ARO:3001724	OXA-268	OXA-268 is a beta-lactamase found in Acinetobacter spp.	38124	OXA-268
ARO:3001725	OXA-269	OXA-269 is a beta-lactamase found in Acinetobacter spp.	38125	OXA-269
ARO:3001726	OXA-270	OXA-270 is a beta-lactamase found in Acinetobacter spp.	38126	OXA-270
ARO:3001727	OXA-271	OXA-271 is a beta-lactamase found in Acinetobacter spp.	38127	OXA-271
ARO:3001728	OXA-272	OXA-272 is a beta-lactamase found in Acinetobacter spp.	38128	OXA-272
ARO:3001729	OXA-273	OXA-273 is a beta-lactamase found in Acinetobacter spp.	38129	OXA-273
ARO:3001730	OXA-274	OXA-274 is a beta-lactamase found in Acinetobacter spp.	38130	OXA-274
ARO:3001731	OXA-275	OXA-275 is a beta-lactamase found in Acinetobacter spp.	38131	OXA-275
ARO:3001732	OXA-276	OXA-276 is a beta-lactamase found in Acinetobacter spp.	38132	OXA-276
ARO:3001733	OXA-277	OXA-277 is a beta-lactamase found in Acinetobacter spp.	38133	OXA-277
ARO:3001734	OXA-279	OXA-279 is a beta-lactamase found in Acinetobacter spp.	38134	OXA-279
ARO:3001735	OXA-280	OXA-280 is a beta-lactamase found in Acinetobacter spp.	38135	OXA-280
ARO:3001736	OXA-281	OXA-281 is a beta-lactamase found in Acinetobacter spp.	38136	OXA-281
ARO:3001737	OXA-282	OXA-282 is a beta-lactamase found in Acinetobacter spp.	38137	OXA-282
ARO:3001738	OXA-283	OXA-283 is a beta-lactamase found in Acinetobacter spp.	38138	OXA-283
ARO:3001739	OXA-284	OXA-284 is a beta-lactamase found in Acinetobacter spp.	38139	OXA-284
ARO:3001740	OXA-285	OXA-285 is a beta-lactamase found in Acinetobacter spp.	38140	OXA-285
ARO:3001741	OXA-286	OXA-286 is a beta-lactamase found in Acinetobacter spp.	38141	OXA-286
ARO:3001742	OXA-287	OXA-287 is a beta-lactamase found in Acinetobacter spp.	38142	OXA-287
ARO:3001743	OXA-288	OXA-288 is a beta-lactamase found in Acinetobacter spp.	38143	OXA-288
ARO:3001744	OXA-289	OXA-289 is a beta-lactamase found in Acinetobacter spp.	38144	OXA-289
ARO:3001745	OXA-290	OXA-290 is a beta-lactamase found in Acinetobacter spp.	38145	OXA-290
ARO:3001746	OXA-291	OXA-291 is a beta-lactamase found in Acinetobacter spp.	38146	OXA-291
ARO:3001747	OXA-292	OXA-292 is a beta-lactamase found in Acinetobacter spp.	38147	OXA-292
ARO:3001748	OXA-293	OXA-293 is a beta-lactamase found in Acinetobacter spp.	38148	OXA-293
ARO:3001749	OXA-294	OXA-294 is a beta-lactamase found in Acinetobacter spp.	38149	OXA-294
ARO:3001750	OXA-295	OXA-295 is a beta-lactamase found in Acinetobacter spp.	38150	OXA-295
ARO:3001751	OXA-296	OXA-296 is a beta-lactamase found in Acinetobacter spp.	38151	OXA-296
ARO:3001752	OXA-297	OXA-297 is a beta-lactamase found in Acinetobacter spp.	38152	OXA-297
ARO:3001753	OXA-298	OXA-298 is a beta-lactamase found in Acinetobacter spp.	38153	OXA-298
ARO:3001754	OXA-299	OXA-299 is a beta-lactamase found in Acinetobacter spp.	38154	OXA-299
ARO:3001755	OXA-300	OXA-300 is a beta-lactamase found in Acinetobacter spp.	38155	OXA-300
ARO:3001756	OXA-301	OXA-301 is a beta-lactamase found in Acinetobacter spp.	38156	OXA-301
ARO:3001757	OXA-302	OXA-302 is a beta-lactamase found in Acinetobacter spp.	38157	OXA-302
ARO:3001758	OXA-303	OXA-303 is a beta-lactamase found in Acinetobacter spp.	38158	OXA-303
ARO:3001759	OXA-304	OXA-304 is a beta-lactamase found in Acinetobacter spp.	38159	OXA-304
ARO:3001760	OXA-305	OXA-305 is a beta-lactamase found in Acinetobacter spp.	38160	OXA-305
ARO:3001761	OXA-306	OXA-306 is a beta-lactamase found in Acinetobacter spp.	38161	OXA-306
ARO:3001762	OXA-307	OXA-307 is a beta-lactamase found in Acinetobacter spp.	38162	OXA-307
ARO:3001763	OXA-308	OXA-308 is a beta-lactamase found in Acinetobacter spp.	38163	OXA-308
ARO:3001764	OXA-63	OXA-63 is a beta-lactamase found in Brachyspira spp.	38164	OXA-63
ARO:3001765	OXA-136	OXA-136 is a beta-lactamase found in Brachyspira spp.	38165	OXA-136
ARO:3001766	OXA-192	OXA-192 is a beta-lactamase found in Brachyspira spp.	38166	OXA-192
ARO:3001767	OXA-137	OXA-137 is a beta-lactamase found in Brachyspira spp.	38167	OXA-137
ARO:3001768	OXA-118	OXA-118 is a beta-lactamase found in Burkholderia cepacia.	38168	OXA-118
ARO:3001769	OXA-42	OXA-42 is a beta-lactamase found in Burkholderia pseudomallei.	38169	OXA-42
ARO:3001770	OXA-43	OXA-43 is a beta-lactamase found in Burkholderia pseudomallei.	38170	OXA-43
ARO:3001771	OXA-57	OXA-57 is a beta-lactamase found in Burkholderia pseudomallei.	38171	OXA-57
ARO:3001772	OXA-59	OXA-59 is a beta-lactamase found in Burkholderia pseudomallei.	38172	OXA-59
ARO:3001773	OXA-61	OXA-61 is a beta-lactamase found in Campylobacter jejuni.	38173	OXA-61
ARO:3001774	OXA-370	OXA-370 is a beta-lactamase found in Enterobacter hormaechei.	38174	OXA-370
ARO:3001775	OXA-119	OXA-119 is a beta-lactamase found in Enterobacteriaceae.	38175	OXA-119
ARO:3001776	OXA-162	OXA-162 is a beta-lactamase found in Enterobacteriaceae.	38176	OXA-162
ARO:3001777	OXA-347	OXA-347 is a beta-lactamase found in Enterobacteriaceae.	38177	OXA-347
ARO:3001778	OXA-232	OXA-232 is a beta-lactamase found in Enterobacteriaceae.	38178	OXA-232
ARO:3001779	OXA-146	OXA-146 is a beta-lactamase found in Enterobacteriaceae.	38179	OXA-146
ARO:3001780	OXA-85	OXA-85 is a beta-lactamase found in Fusobacterium nucleatum.	38180	OXA-85
ARO:3001781	OXA-47	OXA-47 is a beta-lactamase found in Klebsiella pneumoniae.	38181	OXA-47
ARO:3001782	OXA-48	OXA-48 is a beta-lactamase found in Klebsiella pneumoniae.	38182	OXA-48
ARO:3001783	OXA-163	OXA-163 is a beta-lactamase found in Klebsiella pneumoniae.	38183	OXA-163
ARO:3001784	OXA-181	OXA-181 is a beta-lactamase found in Klebsiella pneumoniae.	38184	OXA-181
ARO:3001785	OXA-73	OXA-73 is a beta-lactamase found in Klebsiella pneumonia.	38185	OXA-73
ARO:3001786	OXA-244	OXA-244 is a beta-lactamase found in Klebsiella pneumoniae.	38186	OXA-244
ARO:3001787	OXA-245	OXA-245 is a beta-lactamase found in Klebsiella pneumoniae.	38187	OXA-245
ARO:3001788	OXA-204	OXA-204 is a beta-lactamase found in Klebsiella pneumoniae.	38188	OXA-204
ARO:3001791	OXA-247	OXA-247 is a beta-lactamase found in Klebsiella pneumoniae.	38191	OXA-247
ARO:3001792	OXA-62	OXA-62 is a beta-lactamase found in Pandoraea pnomenusa.	38192	OXA-62
ARO:3001793	OXA-320	OXA-320 is a beta-lactamase found in Proteus mirabilis.	38193	OXA-320
ARO:3001794	OXA-45	OXA-45 is a beta-lactamase found in Pseudomonas aeruginosa.	38194	OXA-45
ARO:3001795	OXA-56	OXA-56 is a beta-lactamase found in Pseudomonas aeruginosa.	38195	OXA-56
ARO:3001796	OXA-50	OXA-50 is a beta-lactamase found in Pseudomonas aeruginosa. It confers decreased susceptibility to ampicillin and ticarcillin and, interestingly, to moxalactam and meropenem in P. aeruginosa but not in E. coli. Also confers resistance to piperacillin-tazobactam and cephalotin.	38196	OXA-50
ARO:3001797	OXA-46	OXA-46 is a beta-lactamase found in Pseudomonas aeruginosa.	38197	OXA-46
ARO:3001798	OXA-74	OXA-74 is a beta-lactamase found in Pseudomonas aeruginosa.	38198	OXA-74
ARO:3001799	OXA-161	OXA-161 is a beta-lactamase found in Pseudomonas aeruginosa.	38199	OXA-161
ARO:3001800	OXA-226	OXA-226 is a beta-lactamase found in Pseudomonas aeruginosa.	38200	OXA-226
ARO:3001801	OXA-147	OXA-147 is a beta-lactamase found in Pseudomonas aeruginosa.	38201	OXA-147
ARO:3001802	OXA-141	OXA-141 is a beta-lactamase found in Pseudomonas aeruginosa.	38202	OXA-141
ARO:3001803	OXA-142	OXA-142 is a beta-lactamase found in Pseudomonas aeruginosa.	38203	OXA-142
ARO:3001804	OXA-145	OXA-145 is a beta-lactamase found in Pseudomonas aeruginosa.	38204	OXA-145
ARO:3001805	OXA-198	OXA-198 is a beta-lactamase found in Pseudomonas aeruginosa.	38205	OXA-198
ARO:3001806	OXA-224	OXA-224 is a beta-lactamase found in Pseudomonas aeruginosa.	38206	OXA-224
ARO:3001807	OXA-246	OXA-246 is a beta-lactamase found in Pseudomonas aeruginosa.	38207	OXA-246
ARO:3001808	OXA-60	OXA-60 is a beta-lactamase found in Ralstonia pickettii.	38208	OXA-60
ARO:3001809	OXA-209	OXA-209 is a beta-lactamase found in Riemerella anatipestifer.	38209	OXA-209
ARO:3001810	OXA-53	OXA-53 is a beta-lactamase found in Salmonella enterica.	38210	OXA-53
ARO:3001811	OXA-129	OXA-129 is a beta-lactamase found in Salmonella enterica.	38211	OXA-129
ARO:3001812	OXA-54	OXA-54 is a beta-lactamase found in Shewanella spp.	38212	OXA-54
ARO:3001813	OXA-55	OXA-55 is a beta-lactamase found in Shewanella spp.	38213	OXA-55
ARO:3001814	OXA-199	OXA-199 is a beta-lactamase found in Shewanella spp.	38214	OXA-199
ARO:3001815	ACC-1	ACC-1 is a beta-lactamase found in Klebsiella pneumoniae.	38215	ACC-1
ARO:3001816	ACC-2	ACC-2 is a beta-lactamase found in Hafnia alvei.	38216	ACC-2
ARO:3001817	ACC-3	ACC-3 is a beta-lactamase found in Hafnia alvei.	38217	ACC-3
ARO:3001818	ACC-4	ACC-4 is a beta-lactamase found in Escherichia coli.	38218	ACC-4
ARO:3001819	ACC-5	ACC-5 is a beta-lactamase. From the Lahey list of ACC beta-lactamases. It is detected among Gram-negative bacteria isolates (Gamma- and Alpha-proteobacteria) from urban water sources.	38219	ACC-5
ARO:3001821	ACT-1	ACT-1 is a beta-lactamase found in Klebsiella pneumoniae.	38221	ACT-1
ARO:3001822	ACT-2	ACT-2 is a beta-lactamase found in Klebsiella pneumoniae.	38222	ACT-2
ARO:3001823	ACT-3	ACT-3 is a beta-lactamase found in Klebsiella pneumoniae.	38223	ACT-3
ARO:3001824	ACT-5	ACT-5 is a beta-lactamase found in Escherichia coli.	38224	ACT-5
ARO:3001825	ACT-6	ACT-6 is a beta-lactamase found in Klebsiella pneumoniae.	38225	ACT-6
ARO:3001826	ACT-9	ACT-9 is a beta-lactamase found in Pantoea agglomerans.	38226	ACT-9
